610gzNqwaSz89u6YIpDlyZ,NEVEREVER,"Destroy Lonely",https://open.spotify.com/track/610gzNqwaSz89u6YIpDlyZ,spotify:track:610gzNqwaSz89u6YIpDlyZ
3L0IKstjUgDFVQAbQIRZRv,R.I.P.,"Playboi Carti",https://open.spotify.com/track/3L0IKstjUgDFVQAbQIRZRv,spotify:track:3L0IKstjUgDFVQAbQIRZRv
1JgkiUg9mSXSwcb5Gbi4Ur,"Lean 4 Real (feat. Skepta)","Playboi Carti,Skepta",https://open.spotify.com/track/1JgkiUg9mSXSwcb5Gbi4Ur,spotify:track:1JgkiUg9mSXSwcb5Gbi4Ur
45Ln3F9PRPYTXBcMFkZMzS,"R.I.P. Fredo (feat. Young Nudy) - Notice Me","Playboi Carti,Young Nudy",https://open.spotify.com/track/45Ln3F9PRPYTXBcMFkZMzS,spotify:track:45Ln3F9PRPYTXBcMFkZMzS
3cWmqvMwVQKDigWLSZ3w9h,"Rockstar Made","Playboi Carti",https://open.spotify.com/track/3cWmqvMwVQKDigWLSZ3w9h,spotify:track:3cWmqvMwVQKDigWLSZ3w9h
2lLG56qpLP3UbcLuzMvkWX,"Stop Breathing","Playboi Carti",https://open.spotify.com/track/2lLG56qpLP3UbcLuzMvkWX,spotify:track:2lLG56qpLP3UbcLuzMvkWX
4txKMpsSfZRV6durPuHVq0,"New Tank","Playboi Carti",https://open.spotify.com/track/4txKMpsSfZRV6durPuHVq0,spotify:track:4txKMpsSfZRV6durPuHVq0
0ipVeLBnrx1oYyVLLR80mm,Beauty,"ROCKET,Showbiz School",https://open.spotify.com/track/0ipVeLBnrx1oYyVLLR80mm,spotify:track:0ipVeLBnrx1oYyVLLR80mm
3wn8nOygkHLUQ9dlXM1rKW,Poppin,Yeat,https://open.spotify.com/track/3wn8nOygkHLUQ9dlXM1rKW,spotify:track:3wn8nOygkHLUQ9dlXM1rKW
3ruoIF2UnoXdzK8mR61ebq,"Rich Nigga Shit (feat. Young Thug)","21 Savage,Metro Boomin,Young Thug",https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,spotify:track:3ruoIF2UnoXdzK8mR61ebq
0k4Xxpf3Ml9e0UFYacCIDO,"U could tëll",Yeat,https://open.spotify.com/track/0k4Xxpf3Ml9e0UFYacCIDO,spotify:track:0k4Xxpf3Ml9e0UFYacCIDO
20O48JTG6O46tPAuZbliRA,"Gët Busy",Yeat,https://open.spotify.com/track/20O48JTG6O46tPAuZbliRA,spotify:track:20O48JTG6O46tPAuZbliRA
4aMxs74PXoQg2SLgjypcvb,Turban,Yeat,https://open.spotify.com/track/4aMxs74PXoQg2SLgjypcvb,spotify:track:4aMxs74PXoQg2SLgjypcvb
1RE3rZvv6kImf4fIZCjs2I,Yam,"sharkboy,Yeat",https://open.spotify.com/track/1RE3rZvv6kImf4fIZCjs2I,spotify:track:1RE3rZvv6kImf4fIZCjs2I
7gdhZ5u9T1tmvd3zud1yQZ,"Out My Way",LUCKI,https://open.spotify.com/track/7gdhZ5u9T1tmvd3zud1yQZ,spotify:track:7gdhZ5u9T1tmvd3zud1yQZ
3opC4kS9RpbNJw7aORFmGF,"Goin' To Hell",KANKAN,https://open.spotify.com/track/3opC4kS9RpbNJw7aORFmGF,spotify:track:3opC4kS9RpbNJw7aORFmGF
4KTP7qTGHtUCHEASskaaa7,"Get It","Wasteey Monroe,Tay-K",https://open.spotify.com/track/4KTP7qTGHtUCHEASskaaa7,spotify:track:4KTP7qTGHtUCHEASskaaa7
0Pz4zmRfZjAwK9nIP52s9e,"Not One of Dem",UnoTheActivist,https://open.spotify.com/track/0Pz4zmRfZjAwK9nIP52s9e,spotify:track:0Pz4zmRfZjAwK9nIP52s9e
37nYSBS0MfRCm913QwCCYo,"On tha linë",Yeat,https://open.spotify.com/track/37nYSBS0MfRCm913QwCCYo,spotify:track:37nYSBS0MfRCm913QwCCYo
3usWHldhgpQvKVaW5uC9Ke,"All In","Earl Sweatshirt,LUCKI",https://open.spotify.com/track/3usWHldhgpQvKVaW5uC9Ke,spotify:track:3usWHldhgpQvKVaW5uC9Ke
70B3eWw0ivRKxEvbbHQcjs,"Jus bëtter",Yeat,https://open.spotify.com/track/70B3eWw0ivRKxEvbbHQcjs,spotify:track:70B3eWw0ivRKxEvbbHQcjs
28JEFSyc3hjkHN4LpolsXt,"5 2 Üh 60 (feat. Yeat)","SeptembersRich,Yeat",https://open.spotify.com/track/28JEFSyc3hjkHN4LpolsXt,spotify:track:28JEFSyc3hjkHN4LpolsXt
1GAQCGqNVPWbM7Qm1cbi62,СТОМАТОЛОГИЧКА,"163ONMYNECK,BUSHIDO ZHO",https://open.spotify.com/track/1GAQCGqNVPWbM7Qm1cbi62,spotify:track:1GAQCGqNVPWbM7Qm1cbi62
1IqRoFm0NHj23m8L1CMqw2,"Forever Young",FACE,https://open.spotify.com/track/1IqRoFm0NHj23m8L1CMqw2,spotify:track:1IqRoFm0NHj23m8L1CMqw2
0uiRuMOx8yomKzVPMHE5Z9,More,ROCKET,https://open.spotify.com/track/0uiRuMOx8yomKzVPMHE5Z9,spotify:track:0uiRuMOx8yomKzVPMHE5Z9
4DcMqvjv5pcYVu9jTBhpDH,Инкассатор,ROCKET,https://open.spotify.com/track/4DcMqvjv5pcYVu9jTBhpDH,spotify:track:4DcMqvjv5pcYVu9jTBhpDH
77hy1Umsp0q0MSAwcj1RL4,"Everything Is Fine","ROCKET,LILDRUGHILL",https://open.spotify.com/track/77hy1Umsp0q0MSAwcj1RL4,spotify:track:77hy1Umsp0q0MSAwcj1RL4
4ksthl89nVr3tzPF4AFWM2,Trunk,"Phonk Killer,Kingpin Skinny Pimp",https://open.spotify.com/track/4ksthl89nVr3tzPF4AFWM2,spotify:track:4ksthl89nVr3tzPF4AFWM2
3ODnQyceMvWxB9j9SQ5fPx,Domino,LILDRUGHILL,https://open.spotify.com/track/3ODnQyceMvWxB9j9SQ5fPx,spotify:track:3ODnQyceMvWxB9j9SQ5fPx
5Ra4h5BqAnNqUzbz9dqChr,"DirtyToe (feat. Lil Toe) (feat. Lil Toe)","LIL MORTY,Lil Toe",https://open.spotify.com/track/5Ra4h5BqAnNqUzbz9dqChr,spotify:track:5Ra4h5BqAnNqUzbz9dqChr
381mOI2NNLbPKwnsF8AjYJ,"Brown Shuga","Sir Mix-A-Lot",https://open.spotify.com/track/381mOI2NNLbPKwnsF8AjYJ,spotify:track:381mOI2NNLbPKwnsF8AjYJ
0B1xarnfKvUFWUoFdQnooq,"RIOT (Rowdy Pipe'n)","A$AP Rocky,Pharrell Williams",https://open.spotify.com/track/0B1xarnfKvUFWUoFdQnooq,spotify:track:0B1xarnfKvUFWUoFdQnooq
3ZaEs1O8BG581qYPHpQ8d6,"I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","A$AP Rocky,Imogen Heap,Clams Casino",https://open.spotify.com/track/3ZaEs1O8BG581qYPHpQ8d6,spotify:track:3ZaEs1O8BG581qYPHpQ8d6
2oAuN2P84tdJCICqxdH1VV,BOMB,"¥$,Kanye West,Ty Dolla $ign",https://open.spotify.com/track/2oAuN2P84tdJCICqxdH1VV,spotify:track:2oAuN2P84tdJCICqxdH1VV
1akgiRM3mN2nxu2AX6ACCW,"I Love College","Asher Roth",https://open.spotify.com/track/1akgiRM3mN2nxu2AX6ACCW,spotify:track:1akgiRM3mN2nxu2AX6ACCW
5HDRg2qrvX9qb6COeuDwfs,"Back Down","50 Cent",https://open.spotify.com/track/5HDRg2qrvX9qb6COeuDwfs,spotify:track:5HDRg2qrvX9qb6COeuDwfs
3uqinR4FCjLv28bkrTdNX5,"A Milli","Lil Wayne",https://open.spotify.com/track/3uqinR4FCjLv28bkrTdNX5,spotify:track:3uqinR4FCjLv28bkrTdNX5
2tOZtdbkAMQASWokLvSlzj,"Overnight Celebrity (feat. Miri Ben-Ari)","Twista,Miri Ben-Ari",https://open.spotify.com/track/2tOZtdbkAMQASWokLvSlzj,spotify:track:2tOZtdbkAMQASWokLvSlzj
28drn6tQo95MRvO0jQEo5C,"Type Shit","Future,Metro Boomin,Travis Scott,Playboi Carti",https://open.spotify.com/track/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C
4svCVV4VHEL3Z4efES868h,"Go DJ","Lil Wayne",https://open.spotify.com/track/4svCVV4VHEL3Z4efES868h,spotify:track:4svCVV4VHEL3Z4efES868h
14uUTfHIwIp587cz13UI5A,"Down 4 My N's","Snoop Dogg,C-Murder,Magic",https://open.spotify.com/track/14uUTfHIwIp587cz13UI5A,spotify:track:14uUTfHIwIp587cz13UI5A
5g9lS8deSIxItFBmZRC4vN,"Ambitionz Az A Ridah",2Pac,https://open.spotify.com/track/5g9lS8deSIxItFBmZRC4vN,spotify:track:5g9lS8deSIxItFBmZRC4vN
14QFCRFatWrySHli27ohAs,"Automotivo Sequência Intercelestial 2.0","DJ TWOZ,Mc Gw,Mc Delux,DJ TH Size",https://open.spotify.com/track/14QFCRFatWrySHli27ohAs,spotify:track:14QFCRFatWrySHli27ohAs
1Rq4GtIucW9CAcF8B6PAbW,"I Serve the Base",Future,https://open.spotify.com/track/1Rq4GtIucW9CAcF8B6PAbW,spotify:track:1Rq4GtIucW9CAcF8B6PAbW
3bA5Xfk5JyPGtBh00GX8Gk,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)","Snoop Dogg,Kurupt,Warren G,Nate Dogg",https://open.spotify.com/track/3bA5Xfk5JyPGtBh00GX8Gk,spotify:track:3bA5Xfk5JyPGtBh00GX8Gk
